business_id,labels
dd6cv,0 1 2 4 5 6
dd8jn,0 8
ddhn8,1 2 5 6 8
ddj1e,2 3 4 5 6
ddjg4,2 5 6 8
ddm7w,0 1 2 5 6 8
ddnpq,0 1 2 5 6 8
ddpfu,2 5 6
ddq7c,0 1 2 5 6 8
ddx5v,1 2 5 6 8
de3gm,0 1 2 5 6
de3o6,1 2 4 5 6
deks7,0 2 5 6 8
del56,1 2 3 5 6
df09x,2 5 6
df9ko,0 1 2 5 6 8
dffus,1 2 5 6
dflq5,0 5 6 8
dfvx8,0 2 5 6 8
dgf61,1 2 4 5 6 7
dggdl,0 1 2 5 6 8
dglj6,0 5 8
dgmew,1 5 6
dgmj8,2 5 6
dgz7x,0 6 8
dhd3f,1 2 4 5 6 7
dhs7v,1 2 5 6 8
di6sl,0 1 2 5 6 8
dicqg,1 2 3 5 6 8
diisb,1 2 5 6 7
dik5p,2 5 6 8
dikt8,1 2 3 5 6 8
dim2r,1 2 5 6 8
dimj4,0 1 2 4 5 6 7
dinxo,1 2 3 5 6 8
diqf8,1 2 3 6 8
diy7h,1 2 5 6 8
diz7j,1 2 5 6 8
dj1cu,0 3 8
dj23p,3 5 6 8
dj2ei,2 5 6
dj3xz,1 2 5 6
dj6nk,2 3 5 6 8
djox9,0 3 8
djq0g,1 2 5 6
djr9b,1 2 3 5 6 8
djtcm,1 2 4 5 6
dk53e,1 2 4 5 6
dk703,2 5 6
dkaei,1 2 5 6 8
dkdi5,1 2 3 5 6 8
dkf87,0 1 2 3 5 6
dkgez,1 2 3 5 6
dkioy,0 2 5 6 8
dkmzq,1 2 3 5 6 8
dl73h,2 4 5 6 7
dl740,0 1 2 4 5 6
dlba8,1 2 3 5 6
dlpvo,1 2 5 6 7
dm88p,1 2 5 6
dmchp,1 2 5 6 8
dmeal,1 2 3 5 6
dmeok,1 2 4 5 6 8
dmftq,2 5 6
dmk6r,1 2 5 6 8
dmnno,1 2 4 5 6 7
dmp7a,2 3 5 6 8
dmrzx,1 2 4 5 6
dmt3u,0 1 2 5 6 7 8
dn5eh,0 2 5 6 8
dn8mw,1 2 5 6
dni99,1 2 3 5 6 8
dnij4,0 3 5 8
dnrj6,2 6
dnswb,1 2 5 6
do6qt,1 2 5 6 8
docs1,1 2 3 5 6 8
dojh2,1 2 3 5 6 8
dokw9,1 2 4 5 6 7
doube,5 6 8
dow3q,1 2 3 4 5 6 8
doztd,0 1 2 5 6 8
dp28h,1 2 4 5 6 7
dp37y,1 2 3 4 5 6 7
dp6e3,0 2 4 5 6
dp96p,2 4 5 6
dpgfc,0 1 2 5 6
dpja3,2 5 6
dpo48,1 2 3 5 6 8
dpqly,1 2 3 5 6 8
dpx35,0 2 5 6 8
dq2ym,0 8
dq3z7,2 3 5 6
dq59d,2 3 5 6 8
dq7xa,0 8
dqeh3,1 2 5 6 8
dqn2v,1 2 5 6
dqqme,1 2 5 6
dqs8z,0 5 6 7 8
dqwhs,2 3 5 6
dqxo0,0 8
dr7mh,5 6
drafo,0 2 5 6 8
drhub,1 2 5 6 8
drlcg,2 5 6 8
drt1x,0 8
drt39,2 4 5 6 7 8
drvzq,2 5 6 8
ds0nl,1 2 4 5 6 7
dsff1,2 5 6
dsgyj,1 2 3 5 6
dsid1,1 2 3 5 6 8
dspac,2 3 5 6 8
dspwa,0 6 8
dsqsc,2 5 6 8
dsunr,0 1 2 8
dsxua,2 5
dsy9m,0 6
dt074,1 2 4 5 6 7
dtbf6,0 2 5 6 8
dtdhp,1 2 4 5 6 7
du94z,0 5 6 8
duejd,1 2 5 6 8
dumr8,2 3 5 6 8
dv29s,1 2 3 4 5 6 7
dv2lv,0 6 8
dv54n,2 5 6 8
dv6o0,2 3 5 6 8
dv9lg,1 2 4 5 6 7
dvm2k,0 1 2 5 6 8
dvnrr,0 3 6
dvs02,2 6 8
dvt4j,1 2 6 8
dvwtj,1 5 6 8
dw3wh,1 2 5 6 7
dw45y,1 2 5 6
dw5m2,0 1 2 5 6
dwe3a,0 1 2 6 8
dweqj,2 3 5 6 8
dwkyw,2 5 6 8
dwqd9,1 2 4 5 6 7
dx898,2 5 6 8
dx9ai,0 1 5 6 8
dxi17,0 8
dxjad,1 2 5 6
dxlql,0 1 2 5 6 8
dxoke,1 2 5 6 8
dxuyw,2 3 5 6 8
dxwgi,0 5 6
dxx97,1 2 3 5 6
dyd0a,2 5 6 8
dyf6p,1 2 3 5 6 8
dykwk,0 1 2 4 5 6 7 8
dyw73,1 2 5 6 8
dyzkh,0 8
dz5lf,0 1 2 5 6
dz6dm,0 1 2 5 6 8
dz934,2 3 5 6
dz9n3,0 3 5 8
dzdju,1 2 5 6 7
dzdqe,1 2 5 6 8
dzh43,8
dzpsz,2 5 6 8
dzq62,0 5 6 8
dzwbf,1 2 5 6 8
dzy6e,2 3 5 6
e00by,0 1 2 5 6 8
e02zd,0 1 2 3 5 6 8
e055n,1 2 3 5 6 8
e088q,1 2 3 5 6 8
e0e6z,1 2 3 5 6 8
e0szt,1 2 3 5 6 8
e0wj4,0 1 2 6 7 8
e17l4,0 1 2 5 6 8
e1bcd,2 6 8
e1hzo,1 2 4 5 6
e1ibr,0 2 5 6
e1jjj,0 1 2 5 6 8
e1m82,1 2 4 5 6
e1nkd,2 5 6 8
e26io,1 2 5 6
e2b6r,0 2 5 6 8
e2bba,0 2 3 5 6
e2cvb,1 2 3 5 6 8
e2gc1,3 5 6 8
e2i65,2 5 6
e2jit,0 1 2 5 6 7
e2v91,1 2 4 5 6 7
e33to,1 2 5 6 7 8
e34j7,1 2 3 5 6
e34ms,1 2 4 5 6 7
e37uj,2 5 6 8
e3iqv,1 2 3 5 6
e3jd5,2 5 6
e3s6h,1 2 5 6
e3xy6,1 2 3 5 6
e426b,1 2 4 5 6
e486x,0 5 6
e4b4y,0 2 5 6
e4bdd,1 2 3 5 6
e4hlg,1 2 3 5 6
e4k37,0 1 2 5 6 8
e4rgk,2 3 5 6 8
e4vok,1 2 5 6
e4zk4,0 6 8
e5764,1 2 5 6 7
e59rv,0 1 2 3 5 6 8
e5u9z,0 1 2 5 6 7
e5ukh,0 3 5 8
e5zzc,0 1 2 5 6 8
e657e,1 2 5 6 8
e6bok,1 2 5 6
e6ieh,8
e76z7,0 1 2 5 6 8
e7cm3,1 2 5 6
e7j6s,0 1 2 5 6 8
e7v39,0 1 2 4 5 6
e84d8,0 1 2 5 6 8
e85q4,1 2 4 5 6 7
e87lb,0 1 2 6 8
e8fub,2 5 6 8
e8unk,1 2 3 4 5 6
e98fv,1 2 4 5 6 7
e9a96,1 2 4 5 6 7
e9mwo,5 6 8
e9n68,0 1 2 5 6 8
ea67m,1 2 5 6
ea6w3,0 1 4 5
ea6wo,2 3 5 6 8
eaa3l,0 1 2 5 6 8
eagho,0 1 2 5 6 7
ealp0,0 1 2 3 5 6 8
ean2c,0 2 5 6 8
eavb6,0 3 5 6
eazgi,2 5 6 8
eb2lw,3 6 8
eb4ck,1 2 4 5 6
eb9js,1 2 3 5 6 8
ebmfl,2 3 5 6 8
ebmqn,0 6 8
ebyno,0 1 2 5 6
ec636,1 2 5 6
ecad1,1 2 3 4 5 6
ech63,1 2 5 6
eckm4,1 2 4 5 6 8
ecnhq,0 3 8
ecrgq,2 5 6 8
ed3sk,0 6 8
ed43o,0 5 6
edca6,0 1 2 5 6 7 8
edfij,6 8
edfnd,0 8
edgf5,0 1 2 5 6 8
edhsi,5 6
edifo,1 2 3 5 6 8
edjh6,2 5 6
edmmi,1 2 4 5 6
edooa,0 1 2 5 6 8
edpxt,0 8
eduvp,0 8
ee7cu,1 2 3 5 6 8
eeo7f,2 5 6
eesm3,0 1 2 4 5 6 8
eew4t,0 8
ef3ue,1 2 5 6 7
ef8wz,0 1 2 4 5 6
ef95v,1 2 3 5 6 8
efa7i,2 3 5 6 8
efa9t,1 2 5 6 8
efivl,2 5 6 8
efq65,8
efsdy,1 2 5 6 8
eg5es,1 2 5 6
eg5oy,1 2 5 6 8
egcpo,1 2 3 5 6 7
egd1l,6 8
egi83,0 1 2 5 6 8
egvw7,1 2 5 6
egxws,0 2 5 6 8
eh0nh,2 4 5 6 8
eh2em,1 2 4 5 6 7
ehbse,2 5 6 8
ehn7b,0 8
ehpdr,2 5 6
ei6e7,1 2 5 6 8
eicy1,1 2 3 5 6
eiigr,1 2 6 8
ej6qs,0 1 2 5 6 8
ej6sb,0 2 3 5 6 8
ej8oi,2 3 5 6 8
ej97n,1 2 5 6 7
ejbi8,1 2 5 6
ejkmb,0 1 2 5 6 8
ejknh,5 8
ejo3e,1 2 5 6 8
ejw1k,0 1 2 5 6 8
ek3a4,2 3 4 5 6 7
eklv6,0 1 2 5 6 8
ekmh1,0 1 2 4 5 6
eku1i,0 2 5 6 8
ekuhn,1 2 5 6 8
ekx0i,2 3 5 6 8
el0j5,2 5 6 8
el758,1 2 5 6
el78m,1 2 4 5 6 8
el7ar,0 1 2 5 6
el8dn,1 2 5 6
eleiz,1 2 5 6
elg0u,0 2 5 6 8
eljo4,1 2 5 6
ellh1,3 5 6 8
ello2,1 2 4 5 6 8
elnt3,1 2 3 5 6
elti7,2 5 6 8
em124,0 1 2 5 6 8
emiy2,1 2 5 6
emjoe,0 8
emjvv,1 2 3 5 6 8
emk8y,1 2 3 5 6
emklg,0 8
emkpi,0 1 2 3 5 6
emnor,0 1 2 5 6 8
emstc,1 2 5 6
emybj,2 5 6 8
en46u,1 2 3 5 6 8
en4df,2 3 5 6 8
ena8f,1 2 3 4 5 6 7 8
end1t,3 5 6 8
enitt,0 1 2 5 6 8
enx7r,1 2 4 5 6 7
enxq4,1 2 3 5 6
eo3cj,1 2 6 8
eo9te,1 2 4 5 6 7
eoila,0 5 6 8
eoiww,0 1 2 5 6
eojpf,1 2 5 6
eok7m,1 2 5 6
eor6f,2 3 5 6
eoxie,1 2 3 5 6 8
ep4v2,1 2 5 6
epc8x,0 5 6 8
epdi0,1 2 5 6 7 8
eplbz,1 2 3 5 6 8
epmps,0 3 5 6 8
epor5,1 2 5 6 8
eq120,1 2 5 6 8
eq19f,2 3 5 6 8
eq25u,0 1 2 5 6 7 8
eqd28,2 5 6
eqhjd,1 2 5 6
eqipb,1 2 5 6
eqj8o,1 2 5 6 8
eqypl,0 8
er2kf,2 5 6 8
er4v5,1 2 3 5 6
er90v,1 2 3 5 6 8
ercpq,2 3 5 6
erh4z,1 2 5 6
erl9q,0 2 5 6
ernyo,0 1 5 6 8
erph4,1 2 3 5 6 8
erxfg,0 2 5 6 8
es0rx,1 2 4 5 6 7
es9s9,1 2 5 6 7
escyq,1 2 3 4 5 6 7
esmig,0 1 2 5
esq2k,0 6 8
esvkl,2 5 6
et8iu,1 2 4 5 6 7
et8uc,0 1 2 5 6 8
etjpa,1 2 5 6
etv5p,1 2 3 5 6
eu3hj,2 5 6 8
eu6wb,2 5 6 8
eua6n,1 2 4 5
euauu,0 1 2 7 8
euvqx,1 2 3 5 6
euwd3,1 2 5 6
ev61f,1 2 3 5 6 8
ev75i,0 1 2 5 6 8
ev8ze,0 8
ev9o3,0 1 2 5
evdg5,2 5 6 7
evx2y,0 5 6 8
evz7x,1 2 4 5 6
ew91m,2 5 6 8
ewa21,1 2 3 5 6
ewct2,1 2 3 5 6 8
ewgkg,1 2 5 6 7 8
ewm4c,0 3 8
ewmkz,1 2 4 5 6 7
ewq0g,1 2 5 6
ewrb4,0 1 2 5 6 8
eww4i,1 2 3 4 5 6 8
ewxu6,0 2 4 5 6
ex08h,0 1 2 6 8
ex47z,0 1 2 5 6 8
ex5lb,1 2 5 6 7 8
ex9kp,1 2 5 6 8
excw3,0 1 2 3 5 6
exdgn,0 2 5 6 8
exgab,1 2 5 6
exjxm,1 2 5 6 8
exkss,2 5 6
exn1r,0 1 2 5
exo6d,2 5 6
exqyg,1 2 3 5 6 8
exxzp,0 1 2 5 6
eybbo,0 1 2 5 6 8
eybtj,2 5 6 7 8
eygu6,0 1 2 5 6 7
eyh3i,0 3 8
eyh7a,1 2 4 5 6 7
eyjoe,2 5 6 8
eyopo,2 3 5 6 8
eyr9v,0 1 2 4 5 6 8
ez2q7,1 2 3 5 6
ezan4,1 2 5 6
ezc1x,1 2 5 6
ezcnf,1 2 5 6 8
ezez7,0 8
f09nd,0 2 5 6 8
f0ky7,1 2 3 5 6 8
f0o69,0 8
f0p6w,1 2 5 6 8
f0syp,2 5 6 8
f0xrw,1 2 4 5 6 7
f1da6,3 5 6 8
f1t9l,1 2 4 5 6 8
f21s0,1 2 5 6
f28m0,1 2 3 5 6 8
f2d7z,1 2 5 6 8
f2dmn,1 2 5 6 7
f2k6c,2 5 6 8
f2kmh,2 5 6 8
f2n01,1 2 3 5 6 8
f2t2t,2 5 6
f2wo6,1 2 4 5 6
f2xyg,1 2 4 5 6 8
f2yct,2 5 6 8
f2ygw,1 2 5 6 8
f2zdp,1 2 5 6 8
f32cs,2 3 5 6 8
f36b7,2 5 6 8
f36se,1 2 5 6
f3eol,1 2 5 6 7
f3ku8,0 8
f3qmt,1 2 3 5 6
f40ie,1 2 4 6
f44wf,2 5 6 8
f4629,1 2 3 5 6 8
f4bbo,1 2 4 5 6
f4bil,0 8
f4qwq,0 1 2 5 6
f517f,0 2 5 6 8
f54dg,1 2 4 5 6 7
f55du,1 2 5 6 7
f55s2,0 1 2 6 8
f5690,1 2 3 5 6
f5k4t,6 8
f5l0i,0 8
f5qr3,2 3 5 6 8
f5rgn,1 2 5 6 8
f5rm5,1 2 5 6 8
f64dt,2 3 5 6
f6942,1 2 5 6
f6bp8,2 4 5 6 7
f6lgj,2 3 5 6 8
f6tg6,0 1 2 5 6 8
f6tik,0 8
f73hk,3 8
f74xk,1 2 5 6
f77ix,0 1 8
f7j9f,2 5 6 8
f7t0x,0 1 2 5 6 8
f7w4g,2 3 5 6 8
f7woa,1 2 4 5 6 7
f7z1r,1 2 5 6 7
f83cm,1 2 5 6
f8419,0 6 8
f87lt,1 2 3 4 5 6 7
f8b08,0 1 2 5 6
f8kjc,0 1 2 5 6
f8ks0,1 2 4 5 6 7
f8szl,2 5 6 8
f8tr6,0 3 8
f91ur,0 1 2 5 6 8
f9e84,0 1 2 4 5 6
f9ksc,0 5 6 8
f9no2,2 5 6 8
f9tc6,1 2 5 6
fa3cu,1 2 5 6
faawm,2 5 6 8
fandr,1 2 5 6 8
faq4s,1 2 3 5 6 8
fatd7,0 1 2 5 6 8
favsh,1 2 5 6 8
faxn2,3 5
fbcmb,0 3 5 6
fbg76,1 2 5 6
fbgvh,1 2 5 6 8
fbirg,1 2 5 6
fbkyj,0 1 2 5 6 7
fboh3,0 1 2 5 6 8
fby5r,1 2 3 5 6 8
fc66d,1 2 3 5 6 7
fc7tg,1 2 3 5 6 8
fcgl6,1 2 5 6 8
fcgw4,2 5 6
fchw1,1 2 4 5 6 7 8
fci19,0 8
fci85,1 2 3 5 6 8
fcm9t,1 2 5 6 8
fcn5u,1 2 5 6 8
fcos2,3 5 6 8
fcskg,1 2 3 5 6 8
fcswi,0 1 2 3 5 6 8
fcznu,2 4 6 7
fd2so,0 1 2 4 5 6 8
fdbey,1 2 5 6 8
fdeqg,2 3 5 6
fdpka,2 5 6 8
fds2c,1 2 3 5 6 8
fe0up,0 1 2 5 6 8
fe5vh,1 2 5 6 8
fe8gs,2 5 6 8
fe8io,3 8
feiy0,1 2 4 5 6
femx8,0 2 5 6 8
ferky,2 5 6
fetjg,1 2 5 6
fetme,1 2 4 5 6 7
fev4j,0 1 2 5 6 8
ff0qk,0 1 5 6 8
ff4ey,1 2 5 6 8
ff6df,1 2 5 6
ff8eg,1 2 5 6 8
ffo7u,1 2 5 6 7 8
ffxsq,1 2 5 6
ffykp,0 1 6 8
ffyps,0 2 3 5 6 8
ffzuh,1 2 5 6 8
fg9rl,2 3 5 6 8
fg9vq,1 2 3 5 6 8
fgaji,0 5 6 8
fgbk6,1 2 5 6
fgdn1,2 3 5 6 8
fgh6l,0 5 6 8
fgkm9,0 8
fgq6o,0 6 8
fgu5g,1 2 3 5 6 7
fgvqf,1 2 3 5 6 8
fgwae,2 5 6 8
fgx0x,0 1 2 5 6
fh3v7,0 6
fh8b2,1 2 3 5 6
fhatz,2 5 6 8
fhk0h,1 2 3 4 5 6
fhl2w,0 1 2 5 6 8
fhubu,0 8
fhuf5,1 2 3 4 5 6 7
fi2af,2 5 8
fi4n1,1 2 4 5 6 7
fi7pi,0 2 5 6 8
fidp4,0 8
fidw3,0 1 2 5 6 7 8
fihn5,1 2 3 5 6 8
fik4g,1 2 5 6
filtp,0 1 2 4 5 6 7 8
fimo9,2 3 5 6 8
fisnm,1 2 3 5 6
fiyxf,0 1 2 6 8
fiz0g,1 5 6 8
fj3nz,1 2 3 5 6
fj57k,1 2 7
fjifp,1 2 5 6
fjmcd,1 2 4 5 6
fjo81,1 2 3 5 6 8
fjpb8,2 3 5 6 8
fjv9s,2 3 5 6 8
fjvig,1 2 3 5 6 8
fjzot,0 6 8
fk6su,0 1 2 4 5 6 7 8
fk7wf,0 1 2 5 6 8
fk916,0 1 2 5 6 7 8
fkehf,1 2 4 5 6 7 8
fkkpb,0 1 2 4 5 6 7
fkl5k,0 5 8
fkpdg,1 2 3 5 6 7
fkxgk,1 2 5 6
fl15b,0 2
flca7,0 1 2 5 6 8
fldmm,2 3 5 6
flhcf,1 2 4 5 6
fly4p,1 2 4 5 6
fm1rf,1 2 3 5 6
fm87b,0 8
fmg3e,0 1 2 5 6 8
fmm4o,0 1 2 3 5 6 8
fmndk,2 5 6 8
fmsuw,1 2 3 5 6 8
fmt24,0 1 2 3 5 6 8
fmzsx,2 5 6 8
fn1y0,2 3 5 6
fncv9,2 4 6 7 8
fnhgi,1 2 5 6
fnit1,2 5 6 8
fnvm4,8
fo0qf,1 2 5 6 8
fo72n,2 5 6 8
fo7lu,0 8
foa4v,0 1 2 5 6
fodvo,2 3 4 6 8
foljn,0 5 6 8
fou5i,0 1 2 6 8
foyy9,1 2 4 5 6
fpc5b,0 1 2 3 5 6 8
fpnf2,2 3 5 6 7
fpuv2,0 1 2 5 6
fq2io,1 2 5 8
fq2v2,0 1 2 5 6 8
fq9oj,0 2 6
fqkkb,1 2 5 6 8
fqktb,1 2 3 5 6 8
fql9e,1 2 3 5 6 8
fqmt6,1 2 5 6
fqq6h,0 2 4 5 6
fqxrz,0 1 2 3 5 6
fqzbj,2 3 5 6 8
fragn,0 2 5 6 8
frden,0 1 2 5
frle1,0 1 2 4 5 6
frpag,2 5 6 8
frt1d,1 2 3 5 6 8
fruzr,1 2 5 6
frz8r,1 2 3 5 6 8
fs4ht,1 2 5 6
fshr0,1 2 5 6
fshxr,0 1 2 4 5 6
fsm2z,1 2 5 6
fsn4d,1 2 4 5 6
fspa7,2 5 6 8
fsvqt,1 2 5 6 8
ft100,2 5 6 8
ft3sf,0 2 5 6
ftcsu,0 1 2 5 6 8
ftekb,1 2 4 5 6 7
ftr53,1 2 5 6
fu9y7,2 5 6 8
fucoe,2 3 5 6 8
fuii8,1 2 5 6 8
fukj5,2 3 5 6 8
fumx3,2 6 8
fup0v,1 2 5 6
fuwxp,1 2 4 5 6
fuy4w,1 2 3 5 6
fv0en,1 2 4 5 6 7
fv4uu,6 8
fv7i4,1 2 3 5 6 8
fv86i,1 2 5 6 8
fvj1f,1 2 5 6 8
fvtrk,1 2 5 6
fw4gp,1 2 3 5 6
fw57k,0 2 5 6 8
fw937,1 2 3 4 5 6
fwb7d,0 1 2 5 6 8
fwc0j,0 1 2 5 6 8
fwcmn,0 1 2 5 6
fwle5,2 5 6
fwotf,1 2 4 5 6 7 8
fwppq,2 3 5 6 8
fwr4n,1 2 5 6 8
fwswx,0 3 8
fx37i,0 1 2 3 5 6
fxeh2,5 6 8
fxh62,0 8
fxoys,0 1 2 3 5 6
fxpq2,8
fxse6,2 3 5 6 8
fxthq,0 1 5 6
fy17i,2 3 4 5 6 8
fy3cd,2 5 6 8
fyegc,2 3 5 6 8
fyjvt,0 1 2 4 5 6 7
fykkg,2 3 5 6 8
fykt4,1 2 4 5 6 7
fylv3,1 2 3 5 6 8
fym2i,1 2 4 6 7
fyou4,1 2 5 6
fyrhp,2 3 5 6 8
fz0aw,1 2 5 6
fzefb,1 2 4 5 6 7
fzpkz,0 8
fzq2f,0 1 2 5 6
fzxnn,1 2 5 6 8
g03wr,1 2 5 6 8
g07bi,1 2 5 6
g07ov,0 2 5 6
g0a0e,2 3 5 6
g0b1k,0 2 5 6 8
g0dw2,2 3 5 6 8
g0n4z,2 5 6 8
g0qbl,1 2 5 6 8
g0snc,0 1 8
g0wmq,1 2 5 6
g11s4,6 8
g12n9,2 5 6 8
g17ec,2 5 6 8
g1a6q,2 3 5 6 8
g1j4j,1 2 5 6 8
g1sri,0 5 6 8
g1ue3,1 2 3 5 6
g205q,0 1 2 5 6 8
g290p,2 4 5 6
g2h23,1 2 5 6 8
g2k3y,0 1 2 4 5
g2nn0,1 2 5 6
g2t0v,0 1 2 4 5 6 8
g2t8e,2 3 5 6 8
g2vb0,0 5 6
g2xxt,2 5 6 8
g2zgo,0 1 2 5 6
g31yw,0 1 2 3 4 5
g34a0,1 2 3 5 6 8
g36iy,2 5 6
g36t9,1 2 3 5 6
g3bv8,0 8
g3dry,2 3 5 6
g3g3f,1 2 5 6 8
g3yra,2 3 5 6 8
g40uh,1 2 5 6 8
g414f,1 2 3 5 6
g422i,1 2 5 6 7 8
g43v9,0 1 2 4 5
g4439,1 2 4 5 6
g44ax,2 3 5 6 8
g4fge,0 8
g4spd,1 2 4 5 6
g4uzu,0 5 6
g4w1u,0 1 2 5 6 8
g4zz4,0 1 2 5 6
g5115,0 2 3 5 6 8
g5ab7,2 3 5 6
g5cd9,0 2 5 8
g5de9,0 1 5 6 7 8
g5mda,1 2 5 6 8
g5o32,1 2 4 5 6
g5obn,0 1 2 4 5 6
g5ttl,1 2 5 6
g6022,0 6 8
g61u8,1 2 5 6
g68w5,0 1 2 4 5 8
g70k5,1 2 5 6
g76dg,0 1 2 4 5 6
g7chu,0 6 8
g7kyk,0 1 2 4 5 6
g7q86,0 2 5 6 8
g86sb,1 2 4 5 6
g88l5,1 2 5 6
g8992,2 5 6
g8cod,2 5 6 7 8
g8ptx,1 2 4 5 6 8
g8s6m,1 2 5 6
g8uud,0 2 5 6 8
g93eg,1 2 4 5 6 7
g98j4,0 8
g9gaj,2 5 6 8
g9hsj,1 2 3 5 6 8
g9n2k,1 2 5 6
ga4up,1 2 5 6
gacyg,1 2 3 5 6
gaijz,1 2 4 5 6 7
gaj7d,1 2 5 6 8
gau5e,0 1 6 8
gawn7,0 1 2 5 6 8
gawvb,0 6 8
gb1kb,1 2 5 6
gb434,2 4 5 6 7 8
gb50r,0 2 5 6 8
gbdkv,0 2 5 6 8
gbidu,2 5 6 8
gbki4,1 2 3 5 6 8
gbklo,1 2 3 5 6 8
gbl1a,0 1 2 5 6 8
gbvii,0 2 5 6 8
gc5yt,1 2 4 5 6 7
gc98q,0 1 2 5 6 8
gcekk,0 1 2 5 6
gcfpt,1 2 5 6 8
gckl2,1 2 3 5 6
gcmpb,2 3 5 6 8
gcslj,1 2 5 6 8
gczuq,0 3 8
gd97v,2 3 5 6 8
gdb4t,1 2 4 5 6
gdpgc,0 1 2 5 6
gdyli,0 2 5 6 7
gekhd,0 1 4 5 6
gep2t,1 2 5 6 8
gesqw,1 2 4 5 6
geujw,1 2 3 5 6
gexxx,1 2 5 6
gezwn,0 8
gfffm,0 8
gfgpf,1 2 5 6
gfhvy,1 2 5 6 7
gfknj,2 3 5 6 8
gflmb,1 2 3 4 5 6
gfmk6,1 2 3 5 6 7
gfnw2,2 6
gfygu,1 2 4 5 6 7
gg2z6,2 5 6 8
gg8zq,2 5 6
ggnci,1 2 3 5 6
ggnkm,1 2 5 6
ggobq,1 2 5 6 8
ggwex,0 2 3 5 6 8
gh00f,1 2 5 6
gh3gy,2 3 5 6 8
gh7ao,1 2 3 5 6
gh7th,0 1 2 5 6 8
gh9n3,2 5 6
ghnc4,0 1 2 6
ghovu,1 2 3 4 5 6 7
ghwjf,0 2 5 6 8
ghx62,1 2 3 5 6 8
gi6wc,0 1 2 5 6
gi9wk,0 8
gif8z,1 2 5 6 8
giggc,2 3 5 6
gipbh,1 2 4 5 6
giuyl,1 2 3 5 6
giwih,1 2 4 5 6 8
gix1p,0 6 8
gj65a,1 2 5 6 8
gj7oh,0 1 2 5 6
gjqn1,1 2 5 6 8
gjxcp,1 2 5 6 7 8
gk36i,1 2 5 6
gk833,1 2 3 5 6 8
gk9ms,1 2 3 5 6
gkb3z,1 2 4 5 6 7
gkexf,6 8
gkgrz,2 3 5 6 8
gkkxt,2 5 6 8
gkyje,0 2 5 6 8
gl60q,2 3 5 6
gl78t,1 2 3 4 5 6 8
gllcf,1 2 4 5 6
gltjk,1 2 4 5 6 8
gly7z,3 5 6 8
glzbe,0 1 5 6 8
gm497,1 2 5 6 8
gm6v1,2 5 6 8
gmaek,1 2 3 5 6 8
gmafr,1 2 3 5 6 8
gmecp,1 2 4 5 6 7
gmelw,6 8
gmgu8,1 2 5 6
gmqec,1 2 5 6 8
gmyi9,0 3 5 6 7 8
gmzn8,1 2 4 5 6 7
gn5np,1 2 3 5 6
gn80r,0 1 2 3 5 6 8
gncu5,5 6 8
gng69,2 3 5 6 8
gnmkq,1 2 5 6 7
gnqj7,1 2 5 6 8
gnvh5,0 8
gnz07,0 1 2 5 6
go91c,2 5 6 8
gocia,1 2 5 6 8
goe9n,2 5 6
goebf,1 2 5 6
goib8,1 2 5 6
gok6e,0 2 6 8
gokcf,1 2 5 6
golmc,0 3 8
gonfo,3 5 6
gooue,2 5 6
gowp6,0 8
gowus,0 2 3 5 6 8
gp1mz,1 2 5 6
gp99h,1 2 3 5 6
gpvcp,1 2 5 6
gqj6c,1 2 5 6 7 8
gr7fc,1 2 3 5 6
grboh,1 2 5 6
grnal,0 1 2 5 6 8
grszp,1 2 3 5 6 8
grvp1,1 2 4 5 6 7
gs2hm,1 2 5 6 7
gs4zn,2 3 5 6 8
gs5de,6 8
gs69j,0 3 5 6 8
gs8wn,0 3 5 8
gscam,0 8
gsepr,0 2 5 6 8
gsjkg,2 5 6
gsjr6,1 2 5 6 8
gsnlr,1 2 5 6 8
gsqc0,0 3 8
gsu1c,1 2 3 5 6
gsu2z,2 3 8
gt4a4,1 2 5 6
gtetp,0 1 2 5 6 8
gth1w,1 2 3 5 6
gtmxi,1 2 5 6 7 8
gtpie,2 5 6 8
gtq9i,0 1 2 5 6 8
gtrpt,1 2 3 5 6 8
gu1wu,1 2 5 6
gu4y2,0 1 2 4 5 6 7
guda5,2 3 5 6 8
guf0v,2 5 6
gurkc,3 8
gutjn,0 2 5 6
guvhi,1 2 3 5 6
gv2cc,1 2 5 6
gv3y7,0 8
gv41g,1 2 5 6
gv9ug,0 1 2 5 6 8
gvfti,1 2 4 5 6 8
gvobt,1 2 3 5 6 8
gvvgz,1 2 5 6 8
gvxkq,1 2 4 5 6
gwbbq,2 4 6
gwdd3,1 2 3 5 6 7 8
gwqho,1 2 5 6 7
gwy5e,0 1 2 5 6 8
gxbpx,1 2 5 6 8
gxduf,1 2 5 6
gxf4n,1 2 5 6 8
gxre3,0 8
gxs39,2 5 6
gxsds,1 2 5 6 8
gy3f7,1 2 3 5 6
gy438,1 2 5 6 8
gy63o,1 2 5 6
gy8ss,0 5 6 8
gye3v,2 5 6
gyg2u,1 2 4 5 6
gyiyz,1 2 5 6
gyoom,1 2 3 4 5 6
gyqdi,1 2 6 8
gysvs,1 2 5 6 8
gytoi,1 2 5 6 8
gyzwr,1 2 5 6 7 8
gz33z,0 1 2 5 6 8
gz80o,1 2 3 4 5 6 7
gzlok,1 2 3 5 6 8
h00tr,0 2 3 5 6
